Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
755,0.153846154,1,0.307692308,0.141025641,0.012820513,1.038461538,0.051282051,0.061238,0.051597,0.079555,0.042745,1,1,3,1,0.077823,0.103098,0.046018,0.424281,702,702,997,998,974,974,1000,1000,484,500,881,925,901,901,997,1000,perturbed
756,0.08974359,1,0.294871795,0.102564103,0.025641026,0.974358974,0.025641026,0.047394,0.055053,0.013252,0.022595,2,4,2,2,0.094973,0.128061,0.087719,0.401078,738,762,904,996,974,974,1000,1000,7,546,897,18,865,870,972,1000,perturbed
757,0.076923077,1,0.256410256,0.115384615,0.012820513,0.961538462,0.064102564,0.022718,0.02406,0.023513,0.046568,2,2,2,3,0.067557,0.132797,0.01187,0.420916,332,795,888,451,978,978,1000,1000,326,560,769,489,912,912,993,1000,perturbed
758,0.115384615,1,0.269230769,0.102564103,0.012820513,1,0.076923077,0.047785,0.000509,0.032548,0.053844,2,4,1,1,0.141106,0.074129,0.074784,0.423686,789,816,986,967,977,977,1000,1000,387,481,783,675,925,926,992,1000,perturbed
759,0.141025641,1,0.243589744,0.141025641,0.012820513,1.025641026,0.012820513,0.042649,0.032097,0.073647,0.039504,2,5,1,3,0.064024,0.09582,0.07918,0.381068,659,690,994,941,979,979,1000,1000,522,582,843,868,736,736,972,1000,perturbed
760,0.141025641,1,0.294871795,0.128205128,0.038461538,1.012820513,0.051282051,0.011103,0.03276,0.055581,0.0198,2,3,4,1,0.121074,0.059421,0.028408,0.356525,264,500,990,374,973,973,1000,1000,368,415,863,761,625,631,888,999,perturbed
761,0.153846154,1,0.269230769,0.115384615,0.064102564,0.987179487,0.076923077,0.071144,0.022567,0.062837,0.033071,3,4,2,3,0.114273,0.09883,0.029597,0.374758,398,398,971,1000,978,978,1000,1000,482,504,786,939,729,734,943,999,perturbed
762,0.128205128,1,0.269230769,0.076923077,0.051282051,0.961538462,0.012820513,0.055255,0.063271,0.078037,0.014042,4,4,2,1,0.141729,0.111972,0.050275,0.410987,495,496,957,985,979,979,1000,1000,515,557,876,883,904,922,948,1000,perturbed
763,0.141025641,1,0.294871795,0.141025641,0.012820513,0.987179487,0.012820513,0.060146,0.063986,0.053346,0.017834,1,3,4,3,0.134631,0.118256,0.049516,0.374815,802,805,995,995,974,974,1000,1000,272,553,907,453,701,701,965,1000,perturbed
764,0.128205128,1,0.282051282,0.076923077,0.012820513,1.012820513,0.064102564,0.073923,0.029288,0.032307,0.048094,2,3,1,2,0.10818,0.092469,0.06189,0.37993,823,825,991,1000,974,974,1000,1000,392,521,834,630,764,815,839,1000,perturbed
765,0.102564103,1,0.282051282,0.141025641,0.038461538,1.038461538,0.076923077,0.045672,0.027168,0.050529,0.029046,3,3,1,1,0.141484,0.132499,0.072537,0.428888,570,583,935,968,978,978,1000,1000,467,505,808,855,919,919,997,1000,perturbed
766,0.08974359,1,0.230769231,0.076923077,0.051282051,1.025641026,0.076923077,0.040806,0.052119,0.08254,0.013891,2,2,1,2,0.124852,0.065403,0.03382,0.358545,551,579,777,996,977,977,1000,1000,464,495,709,990,640,709,747,982,perturbed
767,0.102564103,1,0.307692308,0.064102564,0.038461538,0.987179487,0.064102564,0.017964,0.036375,0.045935,0.018854,2,2,3,1,0.125825,0.118757,0.048095,0.427366,446,582,937,700,979,979,1000,1000,390,499,870,687,852,945,856,1000,perturbed
768,0.115384615,1,0.294871795,0.064102564,0.025641026,1,0.076923077,0.068001,0.027966,0.055195,0.001715,3,4,4,1,0.064074,0.12341,0.040759,0.358624,657,658,981,999,973,973,1000,1000,426,496,831,767,478,732,496,916,perturbed
769,0.076923077,1,0.307692308,0.08974359,0.038461538,1.038461538,0.038461538,0.049489,0.057337,0.068816,0.028687,3,4,3,3,0.130208,0.131911,0.079227,0.40857,587,632,759,975,978,978,1000,1000,467,515,904,842,890,906,957,1000,perturbed
770,0.08974359,1,0.256410256,0.128205128,0.064102564,1.038461538,0.064102564,0.008772,0.029394,0.04469,0.025969,4,5,2,1,0.104166,0.059178,0.052357,0.420902,101,490,731,144,977,977,1000,1000,414,460,769,823,907,907,993,1000,perturbed
771,0.076923077,1,0.243589744,0.115384615,0.012820513,1.012820513,0.051282051,0.023508,0.045329,0.005548,0.003188,3,2,1,1,0.098491,0.093955,0.06422,0.378953,169,845,890,221,974,974,1000,1000,40,573,775,62,748,756,950,980,perturbed
772,0.08974359,1,0.243589744,0.141025641,0.064102564,1.012820513,0.025641026,0.019015,0.038965,0.080366,0.027829,3,3,1,2,0.084424,0.106723,0.014019,0.376658,291,492,730,561,974,974,1000,1000,548,584,828,939,706,707,967,1000,perturbed
773,0.141025641,1,0.294871795,0.102564103,0.025641026,0.987179487,0.051282051,0.029196,0.023496,0.078667,0.021571,3,3,3,3,0.098947,0.056293,0.040813,0.429089,559,655,992,784,978,978,1000,1000,405,409,860,931,935,935,993,1000,perturbed
774,0.141025641,1,0.230769231,0.141025641,0.051282051,0.961538462,0.025641026,0.046377,0.058227,0.036305,0.006539,3,1,4,3,0.122735,0.090164,0.019285,0.365598,465,468,979,981,978,978,1000,1000,126,581,798,229,632,644,948,969,perturbed
775,0.08974359,1,0.256410256,0.064102564,0.038461538,1.012820513,0.038461538,0.030472,0.010455,0.040282,0.011352,3,5,2,1,0.142317,0.097137,0.042317,0.355434,508,631,844,771,979,979,1000,1000,425,561,825,667,474,712,483,983,perturbed
776,0.076923077,1,0.307692308,0.128205128,0.064102564,1.025641026,0.051282051,0.020048,0.020288,0.05694,0.055212,4,4,2,1,0.108641,0.068559,0.047186,0.359468,264,513,664,474,973,973,1000,1000,424,441,878,880,620,625,896,1000,perturbed
777,0.115384615,1,0.282051282,0.076923077,0.064102564,0.987179487,0.064102564,0.040421,0.031927,0.01815,0.003998,4,2,3,1,0.120482,0.071142,0.076483,0.405266,438,461,880,926,978,978,1000,1000,142,475,824,224,862,907,938,959,perturbed
778,0.141025641,1,0.243589744,0.102564103,0.025641026,1.038461538,0.051282051,0.014752,0.010359,0.03049,0.048602,2,4,3,1,0.12258,0.088272,0.03217,0.379192,334,686,993,426,977,977,1000,1000,251,559,774,396,778,784,934,1000,perturbed
779,0.128205128,1,0.307692308,0.128205128,0.012820513,0.974358974,0.025641026,0.071537,0.034337,0.0229,0.049654,1,2,2,1,0.080461,0.068429,0.081024,0.417596,755,755,993,1000,975,975,1000,1000,59,447,904,121,897,897,993,1000,perturbed
780,0.115384615,1,0.230769231,0.076923077,0.038461538,1.025641026,0.025641026,0.069369,0.004092,0.023288,0.019129,2,3,2,2,0.120053,0.089643,0.046893,0.386488,573,573,964,1000,974,974,1000,1000,80,573,804,134,800,843,864,1000,perturbed
781,0.141025641,1,0.243589744,0.102564103,0.025641026,0.987179487,0.051282051,0.0293,0.065724,0.036777,0.001499,2,2,3,2,0.069096,0.068882,0.076172,0.385163,583,617,993,915,978,978,1000,1000,304,521,772,519,765,796,949,956,perturbed
782,0.102564103,1,0.256410256,0.128205128,0.025641026,1.038461538,0.051282051,0.052356,0.006406,0.01399,0.027962,3,2,1,3,0.072684,0.083499,0.057741,0.353086,681,690,963,982,977,977,1000,1000,164,534,794,234,599,605,870,997,perturbed
783,0.076923077,1,0.294871795,0.076923077,0.012820513,0.987179487,0.038461538,0.006082,0.059729,0.049235,0.024632,3,2,2,2,0.11586,0.096175,0.018884,0.360939,1,858,897,1,979,979,1000,1000,450,528,888,767,659,725,758,999,perturbed
784,0.08974359,1,0.307692308,0.08974359,0.025641026,1.025641026,0.025641026,0.007775,0.002211,0.009712,0.00135,1,3,4,1,0.09233,0.106905,0.07384,0.365952,74,763,908,97,973,973,1000,1000,0,520,912,0,685,736,815,971,perturbed
785,0.08974359,1,0.230769231,0.076923077,0.064102564,0.974358974,0.076923077,0.009715,0.027806,0.01552,0.020726,4,5,2,1,0.137337,0.12801,0.053405,0.384168,114,500,730,164,978,978,1000,1000,253,557,708,365,783,831,852,999,perturbed
786,0.115384615,1,0.307692308,0.141025641,0.038461538,0.961538462,0.012820513,0.010621,0.018148,0.037173,0.060213,3,5,3,3,0.102708,0.057825,0.011533,0.417994,175,550,957,232,979,979,1000,1000,128,394,902,267,881,881,996,1000,perturbed
787,0.102564103,1,0.282051282,0.102564103,0.025641026,0.961538462,0.076923077,0.061225,0.042876,0.010126,0.001238,5,4,3,1,0.095667,0.1288,0.067446,0.350837,719,727,966,984,977,977,1000,1000,68,494,829,116,558,623,815,883,perturbed
788,0.08974359,1,0.294871795,0.102564103,0.051282051,1,0.051282051,0.079959,0.058353,0.022388,0.056844,1,4,1,3,0.141012,0.10187,0.033203,0.405931,544,571,773,1000,974,974,1000,1000,271,531,867,402,876,880,976,1000,perturbed
789,0.128205128,1,0.256410256,0.141025641,0.051282051,0.987179487,0.051282051,0.026949,0.039098,0.040585,0.010351,3,3,3,1,0.095246,0.086363,0.047098,0.381885,428,493,954,768,978,978,1000,1000,333,533,788,560,741,743,973,992,perturbed
790,0.076923077,1,0.243589744,0.115384615,0.025641026,1.012820513,0.012820513,0.049954,0.010468,0.005648,0.028789,2,5,4,1,0.076769,0.083028,0.072869,0.360585,701,756,835,999,977,977,1000,1000,0,550,840,0,652,659,887,1000,perturbed
791,0.141025641,1,0.269230769,0.064102564,0.025641026,1.012820513,0.038461538,0.036486,0.048002,0.044579,0.052948,3,3,1,1,0.093482,0.115015,0.079966,0.383262,616,656,995,896,979,979,1000,1000,449,560,859,725,644,843,657,1000,perturbed
792,0.076923077,1,0.256410256,0.076923077,0.064102564,1,0.038461538,0.049321,0.028933,0.079153,0.043497,3,4,3,3,0.09237,0.076743,0.047461,0.35514,461,513,664,994,973,973,1000,1000,489,523,821,902,622,691,725,999,perturbed
793,0.153846154,1,0.307692308,0.08974359,0.025641026,1.025641026,0.064102564,0.048967,0.001832,0.019563,0.023355,1,3,3,1,0.111696,0.120138,0.035508,0.358707,665,667,995,996,978,978,1000,1000,171,510,869,250,651,688,794,999,perturbed
794,0.153846154,1,0.294871795,0.08974359,0.012820513,0.987179487,0.064102564,0.030567,0.033515,0.024746,0.027736,3,1,3,1,0.074242,0.059074,0.081645,0.386575,459,719,996,609,977,977,1000,1000,219,420,848,389,805,833,897,1000,perturbed
795,0.141025641,1,0.269230769,0.141025641,0.038461538,0.987179487,0.064102564,0.051449,0.027928,0.042111,0.00982,2,4,4,1,0.1035,0.098722,0.051084,0.420465,498,499,989,998,974,974,1000,1000,358,530,801,602,888,889,997,999,perturbed
796,0.076923077,1,0.256410256,0.102564103,0.051282051,1.025641026,0.076923077,0.063025,0.0474,0.053996,0.043971,3,4,4,2,0.097147,0.112693,0.042801,0.410617,535,591,705,997,974,974,1000,1000,417,523,752,743,889,894,982,1000,perturbed
797,0.08974359,1,0.307692308,0.064102564,0.038461538,0.974358974,0.064102564,0.071068,0.029534,0.074713,0.031758,4,5,3,2,0.110931,0.067942,0.05719,0.387052,606,626,839,997,978,978,1000,1000,420,432,866,917,678,859,689,1000,perturbed
798,0.076923077,1,0.294871795,0.064102564,0.038461538,0.961538462,0.038461538,0.05926,0.045579,0.073378,0.032121,5,5,4,3,0.111155,0.070254,0.035835,0.350731,600,645,764,979,978,978,1000,1000,442,467,883,863,445,701,454,990,perturbed
799,0.08974359,1,0.256410256,0.128205128,0.025641026,0.987179487,0.012820513,0.010886,0.046144,0.057561,0.037165,1,3,1,3,0.133757,0.093513,0.054392,0.412324,183,776,902,232,979,979,1000,1000,403,559,852,677,883,884,992,1000,perturbed
800,0.128205128,1,0.294871795,0.141025641,0.025641026,1.038461538,0.064102564,0.010124,0.022597,0.074646,0.028035,3,3,4,3,0.107267,0.123641,0.070219,0.367077,125,706,988,143,973,973,1000,1000,483,515,847,896,656,657,950,1000,perturbed
801,0.141025641,1,0.294871795,0.076923077,0.051282051,0.987179487,0.038461538,0.081333,0.012287,0.059817,0.048203,2,3,2,2,0.132481,0.099276,0.06921,0.362008,464,464,981,1000,978,978,1000,1000,482,517,884,868,658,724,765,1000,perturbed
802,0.102564103,1,0.282051282,0.128205128,0.038461538,1.012820513,0.076923077,0.041735,0.066038,0.04655,0.034971,2,2,1,3,0.118692,0.069709,0.06247,0.418948,583,589,935,995,977,977,1000,1000,411,449,808,837,901,901,993,1000,perturbed
803,0.076923077,1,0.243589744,0.128205128,0.064102564,1.038461538,0.076923077,0.048183,0.056706,0.022528,0.001647,2,2,1,3,0.094257,0.129014,0.03409,0.399312,464,516,664,1000,974,974,1000,1000,323,535,738,501,666,840,983,778,perturbed
804,0.102564103,1,0.282051282,0.076923077,0.025641026,1.012820513,0.012820513,0.065121,0.010195,0.072957,0.059703,4,4,1,2,0.077551,0.077693,0.041003,0.403323,709,712,964,991,974,974,1000,1000,465,505,894,866,875,901,927,1000,perturbed
805,0.128205128,1,0.307692308,0.115384615,0.064102564,0.974358974,0.064102564,0.08062,0.057587,0.062263,0.021906,1,5,1,3,0.124198,0.09834,0.05193,0.380133,446,446,902,1000,978,978,1000,1000,468,487,868,921,758,764,952,991,perturbed
806,0.128205128,1,0.294871795,0.102564103,0.025641026,1.025641026,0.064102564,0.075309,0.056809,0.054017,0.031794,4,2,4,2,0.123729,0.080577,0.040047,0.384003,705,705,988,1000,977,977,1000,1000,409,483,846,751,797,804,946,1000,perturbed
807,0.128205128,1,0.230769231,0.076923077,0.025641026,1.025641026,0.076923077,0.006228,0.020603,0.05718,0.052976,3,4,1,3,0.117342,0.097462,0.081495,0.366333,37,729,990,39,979,979,1000,1000,504,553,715,911,698,758,795,1000,perturbed
808,0.153846154,1,0.294871795,0.102564103,0.038461538,1.012820513,0.064102564,0.064032,0.010744,0.020249,0.01922,4,2,1,3,0.081242,0.122532,0.074311,0.413147,478,478,992,1000,973,973,1000,1000,271,502,845,411,902,907,986,999,perturbed
809,0.102564103,1,0.294871795,0.102564103,0.012820513,0.961538462,0.025641026,0.009859,0.055384,0.007037,0.037893,4,3,2,3,0.116807,0.118614,0.072296,0.401549,6,835,975,6,978,978,1000,1000,1,550,899,4,864,868,973,1000,perturbed
810,0.102564103,1,0.243589744,0.08974359,0.051282051,1,0.012820513,0.030205,0.034744,0.058685,0.040563,2,3,3,3,0.06964,0.105106,0.070691,0.379617,517,535,896,965,977,977,1000,1000,311,583,842,528,774,801,868,1000,perturbed
811,0.102564103,1,0.243589744,0.141025641,0.025641026,1.025641026,0.064102564,0.036137,0.030634,0.064845,0.05878,1,4,1,2,0.077995,0.106642,0.051291,0.392163,688,703,961,972,974,974,1000,1000,517,555,757,947,784,785,985,1000,perturbed
812,0.076923077,1,0.307692308,0.115384615,0.012820513,0.974358974,0.076923077,0.040972,0.043482,0.024974,0.041834,2,3,2,1,0.102432,0.062331,0.054996,0.353763,749,855,891,913,974,974,1000,1000,306,405,855,558,610,618,857,1000,perturbed
813,0.102564103,1,0.307692308,0.128205128,0.051282051,0.974358974,0.064102564,0.022482,0.022907,0.035414,0.040237,2,2,4,3,0.119895,0.066214,0.083733,0.404095,500,541,896,896,978,978,1000,1000,297,424,865,547,855,857,989,1000,perturbed
814,0.141025641,1,0.243589744,0.141025641,0.025641026,0.974358974,0.076923077,0.003426,0.051683,0.026637,0.046885,1,5,4,1,0.1091,0.119635,0.016708,0.359344,18,680,993,21,977,977,1000,1000,239,531,755,377,612,612,929,1000,perturbed
815,0.102564103,1,0.256410256,0.115384615,0.012820513,0.987179487,0.025641026,0.0434,0.063549,0.062461,0.041715,4,3,2,2,0.110311,0.129512,0.083995,0.393855,668,842,976,794,979,979,1000,1000,483,584,849,800,818,821,973,1000,perturbed
816,0.153846154,1,0.230769231,0.141025641,0.025641026,0.974358974,0.051282051,0.070321,0.036591,0.066518,0.009149,3,3,2,2,0.083848,0.078242,0.077646,0.411667,634,634,995,1000,973,973,1000,1000,513,547,758,944,865,865,993,1000,perturbed
817,0.102564103,1,0.282051282,0.08974359,0.064102564,1.012820513,0.076923077,0.067116,0.034831,0.023716,0.046635,3,4,2,1,0.102304,0.112717,0.017592,0.39563,462,469,839,1000,978,978,1000,1000,322,499,813,515,842,859,930,1000,perturbed
818,0.141025641,1,0.307692308,0.141025641,0.025641026,0.961538462,0.012820513,0.025648,0.035434,0.015408,0.004714,4,3,1,2,0.0886,0.135282,0.029042,0.399123,502,645,992,685,979,979,1000,1000,3,535,913,11,826,826,990,999,perturbed
819,0.102564103,1,0.282051282,0.08974359,0.038461538,1,0.076923077,0.012205,0.030773,0.076756,0.052498,1,2,2,2,0.064319,0.111229,0.047711,0.364732,272,565,937,425,974,974,1000,1000,439,451,791,980,681,720,814,1000,perturbed
820,0.102564103,1,0.282051282,0.141025641,0.025641026,0.987179487,0.012820513,0.069222,0.012784,0.012557,0.058623,4,2,1,2,0.094763,0.085478,0.049911,0.429958,713,717,960,996,974,974,1000,1000,2,514,895,8,916,916,997,1000,perturbed
821,0.128205128,1,0.256410256,0.076923077,0.012820513,1.025641026,0.064102564,0.017223,0.013943,0.069104,0.05065,1,3,3,2,0.076812,0.128648,0.045211,0.410399,131,778,991,188,978,978,1000,1000,502,565,770,867,898,917,947,1000,perturbed
822,0.115384615,1,0.307692308,0.115384615,0.012820513,0.987179487,0.051282051,0.03702,0.05878,0.02313,0.027096,1,3,3,3,0.068493,0.125967,0.028558,0.421915,653,754,985,859,977,977,1000,1000,198,522,883,293,914,914,993,1000,perturbed
823,0.115384615,1,0.230769231,0.128205128,0.051282051,1,0.038461538,0.063958,0.020829,0.044282,0.029633,5,2,3,1,0.113769,0.130361,0.037781,0.382883,527,529,933,989,979,979,1000,1000,348,592,780,552,756,757,965,1000,perturbed
824,0.08974359,1,0.256410256,0.115384615,0.012820513,1.012820513,0.051282051,0.064551,0.046647,0.027329,0.049989,2,5,1,1,0.12426,0.114143,0.063198,0.396792,827,843,936,999,973,973,1000,1000,346,573,790,515,834,837,975,1000,perturbed
825,0.128205128,1,0.230769231,0.064102564,0.012820513,0.987179487,0.051282051,0.017101,0.003519,0.048675,0.017338,3,3,3,2,0.067121,0.113562,0.089505,0.381781,77,729,992,117,978,978,1000,1000,416,603,760,654,633,842,643,999,perturbed
826,0.128205128,1,0.307692308,0.08974359,0.038461538,1.012820513,0.012820513,0.018037,0.032572,0.064635,0.038804,4,4,4,2,0.08212,0.093576,0.078966,0.370606,334,521,978,489,977,977,1000,1000,371,508,915,655,722,761,829,1000,perturbed
827,0.076923077,1,0.282051282,0.076923077,0.025641026,0.987179487,0.051282051,0.050876,0.059987,0.058271,0.054583,2,3,2,2,0.114383,0.132634,0.076257,0.419934,714,775,834,1000,974,974,1000,1000,507,547,851,880,921,936,959,1000,perturbed
828,0.141025641,1,0.230769231,0.141025641,0.051282051,0.987179487,0.025641026,0.060715,0.006551,0.006604,0.042466,1,4,4,2,0.127184,0.070356,0.058292,0.419344,460,460,978,1000,974,974,1000,1000,0,531,794,0,896,896,996,1000,perturbed
829,0.076923077,1,0.269230769,0.08974359,0.038461538,1.012820513,0.025641026,0.005708,0.012416,0.067663,0.03841,3,4,3,2,0.10131,0.117034,0.079706,0.363667,35,642,759,38,978,978,1000,1000,419,556,869,723,675,713,810,1000,perturbed
830,0.076923077,1,0.269230769,0.128205128,0.064102564,0.974358974,0.025641026,0.015782,0.031211,0.012171,0.013691,4,4,2,2,0.137173,0.112619,0.02828,0.36199,195,522,668,343,977,977,1000,1000,7,566,866,16,640,646,910,994,perturbed
831,0.153846154,1,0.282051282,0.115384615,0.051282051,1,0.076923077,0.01073,0.041869,0.074061,0.009177,3,3,2,3,0.123943,0.091601,0.086203,0.373228,231,443,991,331,979,979,1000,1000,468,479,808,972,688,730,937,929,perturbed
832,0.076923077,1,0.269230769,0.115384615,0.012820513,1.012820513,0.025641026,0.043234,0.031059,0.006664,0.055987,1,4,1,3,0.125162,0.088247,0.083298,0.378597,779,867,889,942,973,973,1000,1000,3,539,867,4,756,761,950,1000,perturbed
833,0.115384615,1,0.269230769,0.128205128,0.012820513,0.961538462,0.025641026,0.068918,0.050782,0.039537,0.000691,1,3,1,3,0.081412,0.065879,0.066366,0.406773,788,789,986,1000,978,978,1000,1000,292,487,864,502,856,868,990,984,perturbed
834,0.141025641,1,0.256410256,0.141025641,0.012820513,0.987179487,0.051282051,0.035392,0.002649,0.030986,0.056192,1,3,2,1,0.086321,0.062061,0.056128,0.422097,623,764,993,809,977,977,1000,1000,357,484,791,608,907,907,997,1000,perturbed
835,0.141025641,1,0.256410256,0.141025641,0.025641026,1,0.025641026,0.063518,0.025075,0.078983,0.000806,2,4,4,2,0.127068,0.115718,0.059356,0.381328,675,675,992,1000,974,974,1000,1000,484,570,866,818,740,742,972,986,perturbed
836,0.128205128,1,0.307692308,0.064102564,0.051282051,1.025641026,0.076923077,0.063346,0.016989,0.076659,0.037592,4,3,2,3,0.076649,0.119413,0.038102,0.376828,494,494,955,994,974,974,1000,1000,471,475,859,971,607,824,618,999,perturbed
837,0.141025641,1,0.294871795,0.08974359,0.064102564,1.012820513,0.012820513,0.077574,0.007673,0.040792,0.041302,4,2,4,1,0.098326,0.070162,0.066101,0.42182,411,411,951,1000,978,978,1000,1000,158,467,896,296,923,930,975,1000,perturbed
838,0.076923077,1,0.307692308,0.128205128,0.051282051,0.987179487,0.064102564,0.01492,0.066351,0.020275,0.037915,1,4,2,1,0.087586,0.088788,0.066727,0.410834,476,586,705,826,977,977,1000,1000,262,479,866,409,878,879,991,1000,perturbed
839,0.102564103,1,0.230769231,0.128205128,0.025641026,1,0.064102564,0.015989,0.016628,0.063339,0.002694,3,3,3,2,0.085237,0.099884,0.036755,0.418784,277,715,960,348,979,979,1000,1000,488,580,729,837,894,903,993,986,perturbed
840,0.076923077,1,0.230769231,0.08974359,0.025641026,1.025641026,0.012820513,0.032039,0.033481,0.03209,0.026011,5,2,4,2,0.10121,0.100869,0.033924,0.392565,523,778,835,666,973,973,1000,1000,50,601,823,100,825,846,917,1000,perturbed
841,0.115384615,1,0.230769231,0.102564103,0.025641026,1.025641026,0.025641026,0.070963,0.024981,0.079284,0.051091,2,1,3,3,0.086812,0.070085,0.041232,0.386718,718,718,979,1000,978,978,1000,1000,465,537,794,843,805,813,952,1000,perturbed
842,0.115384615,1,0.243589744,0.064102564,0.012820513,1.025641026,0.038461538,0.014394,0.065473,0.054667,0.054558,2,3,2,3,0.067622,0.058691,0.062254,0.388425,66,750,988,106,977,977,1000,1000,447,480,799,867,686,863,697,1000,perturbed
843,0.128205128,1,0.294871795,0.08974359,0.012820513,1.012820513,0.076923077,0.015682,0.042969,0.077907,0.015624,4,1,3,2,0.12182,0.135183,0.055475,0.427581,52,804,991,64,974,974,1000,1000,480,494,829,928,934,940,980,1000,perturbed
844,0.08974359,1,0.294871795,0.128205128,0.038461538,1,0.025641026,0.034301,0.026235,0.07575,0.044614,1,5,1,3,0.093803,0.095064,0.016824,0.376072,595,626,836,978,974,974,1000,1000,501,531,895,910,725,728,951,1000,perturbed
845,0.153846154,1,0.230769231,0.128205128,0.064102564,0.987179487,0.051282051,0.052268,0.049329,0.055812,0.047275,1,4,3,3,0.094645,0.12039,0.016069,0.412868,406,406,969,1000,978,978,1000,1000,444,581,755,737,886,887,992,1000,perturbed
846,0.141025641,1,0.269230769,0.128205128,0.051282051,0.987179487,0.038461538,0.067012,0.065088,0.052116,0.008466,4,5,3,3,0.087693,0.119755,0.026251,0.355678,468,468,979,999,977,977,1000,1000,414,566,855,676,582,612,879,929,perturbed
847,0.115384615,1,0.282051282,0.115384615,0.012820513,1,0.025641026,0.009104,0.014405,0.07664,0.013592,3,1,4,1,0.104501,0.135321,0.083636,0.372545,6,830,989,7,979,979,1000,1000,474,569,894,810,718,721,937,1000,perturbed
848,0.128205128,1,0.256410256,0.115384615,0.051282051,1,0.051282051,0.006457,0.06099,0.071166,0.047684,2,4,3,2,0.082973,0.13096,0.065626,0.410022,128,500,953,182,973,973,1000,1000,494,560,789,860,882,884,990,1000,perturbed
849,0.153846154,1,0.230769231,0.076923077,0.025641026,1.025641026,0.051282051,0.080598,0.022893,0.032141,0.030568,1,1,4,3,0.065772,0.078337,0.077085,0.423975,589,589,995,1000,978,978,1000,1000,252,544,757,404,923,935,965,1000,perturbed
850,0.153846154,1,0.243589744,0.08974359,0.025641026,1.012820513,0.012820513,0.032437,0.016094,0.056577,0.050862,1,5,3,2,0.076435,0.103243,0.048203,0.364519,598,620,995,942,977,977,1000,1000,286,583,842,485,683,729,815,1000,perturbed
851,0.102564103,1,0.230769231,0.128205128,0.038461538,0.974358974,0.051282051,0.067465,0.003694,0.038272,0.016384,4,2,2,1,0.068925,0.080688,0.027102,0.392025,567,572,934,996,975,975,1000,1000,432,552,757,701,808,811,974,999,perturbed
852,0.08974359,1,0.256410256,0.102564103,0.038461538,0.987179487,0.012820513,0.013103,0.01545,0.027675,0.049009,2,5,1,3,0.07524,0.13115,0.076713,0.400006,360,615,834,542,974,974,1000,1000,72,581,854,129,859,865,971,1000,perturbed
853,0.08974359,1,0.269230769,0.115384615,0.064102564,1.012820513,0.076923077,0.035253,0.033718,0.052606,0.055808,4,3,1,1,0.091628,0.116075,0.025156,0.417464,422,489,730,822,978,978,1000,1000,467,503,782,871,902,903,992,1000,perturbed
854,0.141025641,1,0.294871795,0.064102564,0.051282051,1.012820513,0.025641026,0.079816,0.066561,0.021876,0.039208,2,4,4,2,0.094899,0.068796,0.046221,0.407699,468,468,979,1000,977,977,1000,1000,29,465,894,55,788,920,796,1000,perturbed
855,0.08974359,1,0.243589744,0.064102564,0.012820513,1.012820513,0.076923077,0.009517,0.029639,0.004685,0.025539,1,4,1,3,0.091562,0.113743,0.072495,0.369357,12,846,937,24,979,979,1000,1000,64,550,740,106,565,784,572,995,perturbed
856,0.128205128,1,0.282051282,0.102564103,0.051282051,0.974358974,0.064102564,0.062087,0.043985,0.019165,0.034533,1,4,3,2,0.109607,0.119286,0.078695,0.423805,499,499,953,1000,973,973,1000,1000,153,518,824,232,928,930,991,1000,perturbed
857,0.115384615,1,0.243589744,0.08974359,0.012820513,0.987179487,0.025641026,0.045963,0.03038,0.046447,0.047417,3,3,2,1,0.106125,0.096719,0.072992,0.364926,719,829,989,870,978,978,1000,1000,375,588,833,591,675,716,814,1000,perturbed
858,0.153846154,1,0.243589744,0.064102564,0.051282051,0.961538462,0.038461538,0.047056,0.0044,0.067339,0.033856,4,2,2,2,0.07487,0.100399,0.025434,0.352184,439,440,991,983,979,979,1000,1000,539,574,804,920,454,710,461,1000,perturbed
859,0.115384615,1,0.243589744,0.102564103,0.025641026,0.987179487,0.076923077,0.075682,0.026108,0.064861,0.026676,4,2,2,1,0.064662,0.089669,0.052296,0.397143,644,644,979,1000,974,974,1000,1000,495,524,740,954,844,848,967,1000,perturbed
860,0.153846154,1,0.307692308,0.064102564,0.012820513,0.987179487,0.064102564,0.080451,0.015358,0.024275,0.032547,2,1,3,1,0.113846,0.120868,0.053786,0.408904,781,781,996,1000,974,974,1000,1000,229,500,869,362,792,921,798,1000,perturbed
861,0.153846154,1,0.256410256,0.102564103,0.051282051,0.961538462,0.012820513,0.044575,0.06302,0.059527,0.000525,2,4,2,2,0.134462,0.128467,0.016145,0.398014,446,447,991,995,978,978,1000,1000,412,579,852,690,852,860,968,991,perturbed
862,0.141025641,1,0.294871795,0.102564103,0.025641026,1.038461538,0.012820513,0.007314,0.008785,0.031261,0.05162,2,1,3,1,0.13669,0.06786,0.061349,0.38872,78,679,993,95,977,977,1000,1000,72,464,896,133,809,816,954,1000,perturbed
