Sample,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA,D_all,D_Rel,D_RF,D_WCC,O_all,O_Rel,O_RF,O_WCC,R_all,R_Rel,R_RF,R_WCC,C_all,C_Rel,C_RF,C_WCC,Name
748,0.08974359,1,0.179487179,0.115384615,0.025641026,0.102564103,0.076923077,0.122328,0.098953,0.068237,0.041627,4,1,2,3,0.154286,0.155897,0.065615,0.404768,758,782,905,1000,998,998,1000,1000,403,631,437,971,864,867,985,1000,perturbed
749,0.064102564,1,0.192307692,0.102564103,0.051282051,0.08974359,0.064102564,0.057542,0.074479,0.045571,0.04968,1,3,4,2,0.125126,0.091706,0.093062,0.403854,371,612,398,1000,998,998,1000,1000,379,633,612,601,870,875,975,1000,perturbed
750,0.076923077,1,0.230769231,0.128205128,0.038461538,0.115384615,0.012820513,0.120509,0.108716,0.07817,0.029442,3,2,2,1,0.12887,0.084722,0.065657,0.387167,595,640,758,1000,999,999,1000,1000,531,572,816,904,783,784,971,1000,perturbed
751,0.051282051,1,0.217948718,0.141025641,0.025641026,0.08974359,0.038461538,0.117794,0.125677,0.077192,0.056221,3,3,4,2,0.111388,0.106248,0.082422,0.380291,55,813,55,1000,999,999,1000,1000,524,610,749,853,738,738,970,1000,perturbed
752,0.102564103,1,0.230769231,0.102564103,0.051282051,0.064102564,0.076923077,0.071833,0.094389,0.098006,0.056919,2,3,3,2,0.092754,0.111,0.054222,0.32715,542,548,901,1000,1000,1000,1000,1000,504,548,711,981,483,500,682,1000,perturbed
753,0.064102564,1,0.243589744,0.141025641,0.051282051,0.051282051,0.076923077,0.087936,0.052982,0.052253,0.03741,3,1,3,3,0.140872,0.141358,0.060739,0.365578,364,606,397,1000,1000,1000,1000,1000,425,540,736,740,642,642,948,999,perturbed
754,0.102564103,1,0.205128205,0.115384615,0.051282051,0.102564103,0.076923077,0.084996,0.104901,0.04258,0.05904,2,1,3,3,0.113845,0.091257,0.062913,0.333572,541,547,901,1000,999,999,1000,1000,381,600,625,631,506,510,767,1000,perturbed
755,0.102564103,1,0.230769231,0.115384615,0.012820513,0.076923077,0.076923077,0.106302,0.057398,0.064958,0.022579,4,3,4,1,0.124348,0.090858,0.046122,0.331612,858,863,979,1000,999,999,1000,1000,471,554,712,832,501,505,755,997,perturbed
756,0.076923077,1,0.192307692,0.128205128,0.012820513,0.102564103,0.025641026,0.082512,0.090612,0.056869,0.054053,5,3,5,3,0.113984,0.123387,0.091378,0.364049,823,871,891,994,998,998,1000,1000,328,678,715,484,654,659,914,1000,perturbed
757,0.076923077,1,0.205128205,0.08974359,0.051282051,0.064102564,0.012820513,0.093418,0.080698,0.074046,0.020206,3,1,5,1,0.09203,0.086824,0.072547,0.399365,539,594,706,1000,1000,1000,1000,1000,435,631,748,683,862,877,942,1000,perturbed
758,0.038461538,1,0.230769231,0.128205128,0.012820513,0.064102564,0.064102564,0.06959,0.1232,0.057964,0.022289,5,2,1,1,0.11678,0.125647,0.048627,0.375005,0,885,0,925,1000,1000,1000,1000,533,597,734,903,718,720,950,1000,perturbed
759,0.051282051,1,0.192307692,0.064102564,0.038461538,0.064102564,0.064102564,0.104873,0.088646,0.105836,0.009484,2,2,2,1,0.085276,0.102882,0.037996,0.387253,45,687,45,1000,1000,1000,1000,1000,528,647,614,999,800,854,863,979,perturbed
760,0.08974359,1,0.166666667,0.115384615,0.051282051,0.115384615,0.064102564,0.105077,0.062187,0.046358,0.052631,2,2,2,3,0.098733,0.143319,0.020801,0.34567,550,581,774,1000,997,997,1000,1000,389,674,414,845,568,576,820,1000,perturbed
761,0.051282051,1,0.230769231,0.141025641,0.012820513,0.038461538,0.064102564,0.088973,0.073752,0.046254,0.045291,5,2,4,3,0.128504,0.111301,0.056954,0.402638,76,882,76,994,1000,1000,1000,1000,403,600,731,635,829,829,991,1000,perturbed
762,0.038461538,1,0.179487179,0.076923077,0.012820513,0.115384615,0.064102564,0.107945,0.05975,0.075875,0.053012,1,2,4,1,0.111534,0.123301,0.021518,0.330751,0,904,0,1000,999,999,1000,1000,436,681,465,878,478,567,544,1000,perturbed
763,0.051282051,1,0.166666667,0.08974359,0.012820513,0.064102564,0.076923077,0.127135,0.077668,0.044987,0.027976,2,4,2,3,0.122245,0.14738,0.076224,0.369083,78,894,78,1000,999,999,1000,1000,374,650,397,862,704,746,822,998,perturbed
764,0.051282051,1,0.179487179,0.141025641,0.025641026,0.076923077,0.012820513,0.051679,0.058984,0.038647,0.020802,4,3,2,1,0.124017,0.104208,0.098583,0.383195,56,821,56,886,999,999,1000,1000,243,672,611,374,743,743,973,1000,perturbed
765,0.102564103,1,0.243589744,0.08974359,0.038461538,0.115384615,0.076923077,0.076197,0.094228,0.068847,0.007549,2,2,2,2,0.153687,0.140586,0.033534,0.396791,567,568,958,1000,997,997,1000,1000,512,547,738,963,851,870,938,988,perturbed
766,0.076923077,1,0.217948718,0.08974359,0.012820513,0.102564103,0.038461538,0.119109,0.065572,0.05535,0.041968,3,4,1,3,0.123415,0.116502,0.080994,0.402085,818,860,894,1000,999,999,1000,1000,534,616,751,856,874,888,947,1000,perturbed
767,0.076923077,1,0.166666667,0.08974359,0.038461538,0.076923077,0.064102564,0.075066,0.075968,0.059568,0.043552,5,1,5,3,0.120947,0.158426,0.092295,0.375864,598,645,762,996,999,999,1000,1000,367,674,413,719,746,776,852,1000,perturbed
768,0.115384615,1,0.243589744,0.076923077,0.025641026,0.08974359,0.025641026,0.068613,0.109259,0.063667,0.040106,2,3,1,1,0.097786,0.097934,0.057062,0.330922,732,734,983,1000,999,999,1000,1000,497,582,836,815,480,562,551,1000,perturbed
769,0.051282051,1,0.205128205,0.141025641,0.012820513,0.076923077,0.064102564,0.120377,0.108845,0.041791,0.019495,1,1,4,2,0.111026,0.105811,0.096603,0.341403,76,891,76,1000,1000,1000,1000,1000,365,644,650,553,520,521,849,996,perturbed
770,0.08974359,1,0.230769231,0.064102564,0.025641026,0.08974359,0.064102564,0.061693,0.091076,0.104119,0.039977,3,3,2,1,0.136408,0.107144,0.086629,0.356772,761,783,910,992,999,999,1000,1000,535,578,733,999,480,726,486,1000,perturbed
771,0.08974359,1,0.192307692,0.141025641,0.012820513,0.038461538,0.025641026,0.065298,0.072665,0.071469,0.011529,4,3,3,3,0.089051,0.08847,0.066757,0.383028,811,836,936,975,1000,1000,1000,1000,485,655,711,767,742,742,974,999,perturbed
772,0.038461538,1,0.217948718,0.08974359,0.025641026,0.076923077,0.012820513,0.100199,0.061409,0.102942,0.004794,2,4,4,2,0.099945,0.107077,0.034713,0.391188,0,821,0,1000,999,999,1000,1000,543,606,784,916,817,840,910,996,perturbed
773,0.051282051,1,0.192307692,0.115384615,0.012820513,0.115384615,0.025641026,0.107001,0.060961,0.10573,0.040618,3,3,5,3,0.105097,0.090209,0.043075,0.337843,78,895,78,1000,999,999,1000,1000,575,665,711,927,524,526,806,1000,perturbed
774,0.102564103,1,0.179487179,0.128205128,0.025641026,0.102564103,0.051282051,0.048795,0.088322,0.036326,0.059858,1,2,5,1,0.14032,0.156147,0.055925,0.399632,743,748,961,997,999,999,1000,1000,254,664,492,391,834,836,983,1000,perturbed
775,0.064102564,1,0.243589744,0.064102564,0.012820513,0.08974359,0.064102564,0.067725,0.101812,0.071913,0.032045,5,3,2,1,0.159333,0.085698,0.089062,0.380729,571,876,580,964,999,999,1000,1000,520,549,757,967,628,842,637,1000,perturbed
776,0.051282051,1,0.166666667,0.115384615,0.038461538,0.115384615,0.038461538,0.105946,0.08358,0.033905,0.013001,4,2,2,1,0.134463,0.13317,0.041291,0.329752,45,685,45,1000,998,998,1000,1000,379,707,485,614,474,487,741,963,perturbed
777,0.064102564,1,0.205128205,0.128205128,0.012820513,0.064102564,0.038461538,0.092982,0.114843,0.096466,0.059997,4,3,3,3,0.136567,0.138085,0.04326,0.341722,573,884,581,999,1000,1000,1000,1000,582,663,707,958,546,551,819,1000,perturbed
778,0.115384615,1,0.230769231,0.128205128,0.025641026,0.08974359,0.076923077,0.080169,0.087081,0.099487,0.052563,3,1,4,1,0.103936,0.104856,0.075179,0.363105,734,735,980,1000,999,999,1000,1000,507,549,711,974,647,651,914,1000,perturbed
779,0.038461538,1,0.243589744,0.064102564,0.038461538,0.115384615,0.012820513,0.089684,0.052844,0.038049,0.034175,3,3,2,2,0.105456,0.119094,0.091339,0.346035,0,698,0,1000,999,999,1000,1000,210,602,847,324,408,673,417,999,perturbed
780,0.076923077,1,0.243589744,0.102564103,0.051282051,0.076923077,0.076923077,0.094616,0.127048,0.090692,0.013362,1,2,5,2,0.153428,0.112934,0.092554,0.358126,545,602,708,1000,1000,1000,1000,1000,503,540,740,935,650,669,846,974,perturbed
781,0.076923077,1,0.166666667,0.141025641,0.051282051,0.051282051,0.038461538,0.073042,0.066747,0.061284,0.009232,2,1,5,3,0.094807,0.128516,0.074171,0.363779,543,597,707,1000,1000,1000,1000,1000,395,698,480,673,617,639,944,944,perturbed
782,0.08974359,1,0.217948718,0.115384615,0.012820513,0.064102564,0.025641026,0.097275,0.116613,0.085798,0.001963,3,3,4,1,0.097126,0.08608,0.055261,0.336237,841,858,938,1000,1000,1000,1000,1000,507,598,773,853,512,525,790,961,perturbed
783,0.064102564,1,0.192307692,0.076923077,0.012820513,0.038461538,0.076923077,0.08309,0.122646,0.036147,0.00921,1,1,3,3,0.113735,0.091073,0.089706,0.371493,571,878,581,1000,1000,1000,1000,1000,337,619,595,535,695,769,811,937,perturbed
784,0.076923077,1,0.217948718,0.102564103,0.025641026,0.115384615,0.025641026,0.055791,0.115335,0.040462,0.007446,2,2,2,3,0.160718,0.133868,0.027516,0.361262,730,796,836,1000,997,997,1000,1000,316,623,771,483,661,686,860,960,perturbed
785,0.038461538,1,0.217948718,0.102564103,0.012820513,0.08974359,0.025641026,0.084805,0.087449,0.071406,0.043417,2,1,1,1,0.117072,0.122512,0.080421,0.364387,0,894,0,1000,1000,1000,1000,1000,553,624,774,890,676,689,868,1000,perturbed
786,0.102564103,1,0.243589744,0.141025641,0.051282051,0.08974359,0.051282051,0.111889,0.066983,0.087761,0.002299,2,3,1,2,0.14393,0.135475,0.077461,0.359061,538,544,898,1000,999,999,1000,1000,555,584,773,991,582,613,927,920,perturbed
787,0.038461538,1,0.166666667,0.076923077,0.051282051,0.051282051,0.051282051,0.112036,0.085511,0.091554,0.051341,3,2,3,1,0.122371,0.152296,0.030322,0.375208,0,658,0,1000,999,999,1000,1000,419,692,441,962,728,784,816,1000,perturbed
788,0.038461538,1,0.166666667,0.08974359,0.038461538,0.051282051,0.064102564,0.054419,0.124904,0.060259,0.036128,4,2,5,2,0.128579,0.089567,0.032239,0.329161,0,698,0,907,1000,1000,1000,1000,369,659,416,725,474,530,587,997,perturbed
789,0.038461538,1,0.192307692,0.141025641,0.025641026,0.076923077,0.012820513,0.102438,0.078653,0.070974,0.045147,3,2,2,1,0.142612,0.137728,0.063046,0.331494,0,823,0,1000,1000,1000,1000,1000,547,685,732,835,466,466,808,1000,perturbed
790,0.064102564,1,0.179487179,0.08974359,0.038461538,0.076923077,0.076923077,0.086561,0.073851,0.071194,0.024289,2,1,5,1,0.111374,0.120176,0.0654,0.340999,394,660,415,1000,1000,1000,1000,1000,400,627,441,830,543,590,675,993,perturbed
791,0.102564103,1,0.205128205,0.128205128,0.051282051,0.08974359,0.012820513,0.089967,0.052336,0.049357,0.003205,2,2,1,1,0.133664,0.087282,0.067831,0.328725,540,545,901,1000,999,999,1000,1000,376,635,750,578,467,477,757,959,perturbed
792,0.08974359,1,0.243589744,0.076923077,0.051282051,0.038461538,0.064102564,0.098484,0.05564,0.090382,0.049009,1,1,2,1,0.111867,0.104688,0.04036,0.34187,554,584,779,1000,1000,1000,1000,1000,527,557,755,992,537,616,631,1000,perturbed
793,0.102564103,1,0.230769231,0.064102564,0.025641026,0.115384615,0.025641026,0.105759,0.070117,0.079602,0.053063,2,3,3,2,0.123819,0.106132,0.09117,0.399957,741,744,968,1000,999,999,1000,1000,495,600,806,825,751,904,761,1000,perturbed
794,0.038461538,1,0.205128205,0.102564103,0.025641026,0.038461538,0.025641026,0.107111,0.08837,0.074755,0.050199,1,2,5,3,0.138013,0.131729,0.089182,0.398481,0,816,0,1000,1000,1000,1000,1000,480,663,737,724,856,860,968,1000,perturbed
795,0.038461538,1,0.217948718,0.128205128,0.051282051,0.064102564,0.051282051,0.061278,0.073572,0.088824,0.021348,5,1,5,2,0.123311,0.092785,0.019,0.336823,0,656,0,954,999,999,1000,1000,532,593,714,911,514,517,803,987,perturbed
796,0.102564103,1,0.192307692,0.064102564,0.051282051,0.038461538,0.076923077,0.059386,0.067291,0.103151,0.043309,4,2,2,3,0.150943,0.099854,0.024836,0.338622,538,546,903,985,1000,1000,1000,1000,502,617,598,998,379,637,382,994,perturbed
797,0.064102564,1,0.243589744,0.08974359,0.012820513,0.076923077,0.025641026,0.063418,0.054657,0.099901,0.0265,3,2,5,2,0.161509,0.150679,0.018882,0.404421,567,872,578,965,998,998,1000,1000,555,609,832,908,876,889,950,1000,perturbed
798,0.064102564,1,0.192307692,0.115384615,0.038461538,0.064102564,0.038461538,0.055878,0.084817,0.039365,0.012117,1,2,5,3,0.149047,0.145302,0.068791,0.382732,392,656,413,1000,1000,1000,1000,1000,283,670,684,406,757,771,957,975,perturbed
799,0.064102564,1,0.217948718,0.141025641,0.025641026,0.064102564,0.038461538,0.118469,0.099913,0.070414,0.010752,4,1,3,2,0.137836,0.115207,0.067015,0.366527,491,808,504,1000,1000,1000,1000,1000,515,612,749,835,644,645,949,992,perturbed
800,0.115384615,1,0.205128205,0.141025641,0.025641026,0.076923077,0.012820513,0.125624,0.102029,0.083652,0.031956,3,3,1,3,0.124957,0.147042,0.089586,0.326484,745,747,983,1000,1000,1000,1000,1000,558,629,751,926,439,440,792,999,perturbed
801,0.102564103,1,0.230769231,0.102564103,0.038461538,0.102564103,0.038461538,0.083549,0.10657,0.044831,0.058792,3,1,5,3,0.103445,0.089143,0.038867,0.349256,586,588,939,1000,999,999,1000,1000,329,577,781,513,605,622,812,1000,perturbed
802,0.076923077,1,0.217948718,0.128205128,0.051282051,0.102564103,0.038461538,0.07902,0.095567,0.06234,0.057854,1,1,3,1,0.13732,0.120461,0.027291,0.354593,535,591,707,1000,999,999,1000,1000,474,610,750,767,601,606,876,1000,perturbed
803,0.08974359,1,0.179487179,0.141025641,0.051282051,0.038461538,0.064102564,0.09307,0.090008,0.101721,0.039842,2,1,2,2,0.09751,0.134678,0.044525,0.3481,555,584,777,1000,1000,1000,1000,1000,427,657,464,997,563,564,881,1000,perturbed
804,0.038461538,1,0.179487179,0.102564103,0.012820513,0.102564103,0.076923077,0.122619,0.12883,0.076686,0.019018,4,3,2,1,0.146231,0.157334,0.092279,0.33652,0,905,0,1000,998,998,1000,1000,411,644,441,985,528,546,744,991,perturbed
805,0.076923077,1,0.243589744,0.128205128,0.025641026,0.038461538,0.051282051,0.113542,0.121894,0.059269,0.009398,3,2,2,3,0.11247,0.107537,0.078913,0.38804,724,792,834,1000,1000,1000,1000,1000,533,581,775,896,776,795,970,970,perturbed
806,0.064102564,1,0.243589744,0.076923077,0.012820513,0.102564103,0.025641026,0.111384,0.053702,0.051665,0.003322,4,2,3,1,0.143167,0.095803,0.067244,0.326771,579,890,583,1000,999,999,1000,1000,288,586,837,471,444,537,518,956,perturbed
807,0.064102564,1,0.205128205,0.102564103,0.051282051,0.115384615,0.025641026,0.102706,0.108968,0.045291,0.025034,1,2,4,1,0.161041,0.082294,0.037382,0.372136,369,610,399,1000,999,999,1000,1000,220,616,736,362,727,737,902,1000,perturbed
808,0.102564103,1,0.192307692,0.115384615,0.025641026,0.102564103,0.025641026,0.071623,0.056839,0.030986,0.042657,2,3,3,2,0.116364,0.136868,0.043475,0.396403,739,744,962,1000,998,998,1000,1000,74,680,712,143,840,844,975,1000,perturbed
809,0.051282051,1,0.192307692,0.076923077,0.038461538,0.076923077,0.025641026,0.085612,0.11601,0.041157,0.051655,4,3,4,3,0.14853,0.137126,0.076332,0.350671,43,681,43,1000,1000,1000,1000,1000,181,677,712,286,597,675,696,1000,perturbed
810,0.115384615,1,0.243589744,0.064102564,0.025641026,0.064102564,0.038461538,0.109633,0.090601,0.030671,0.014387,2,3,3,2,0.147412,0.159544,0.089295,0.34001,751,753,985,1000,1000,1000,1000,1000,216,597,806,334,386,641,390,988,perturbed
811,0.051282051,1,0.166666667,0.076923077,0.012820513,0.115384615,0.038461538,0.105605,0.095183,0.06641,0.052512,3,2,3,2,0.102646,0.084365,0.020181,0.39696,78,879,78,1000,998,998,1000,1000,436,683,487,808,840,873,903,1000,perturbed
812,0.064102564,1,0.192307692,0.128205128,0.051282051,0.115384615,0.064102564,0.119738,0.06342,0.051858,0.057686,1,3,3,3,0.114884,0.12697,0.059496,0.371262,367,611,395,1000,998,998,1000,1000,449,647,613,720,688,691,942,1000,perturbed
813,0.051282051,1,0.217948718,0.064102564,0.025641026,0.076923077,0.038461538,0.067252,0.067452,0.032538,0.020516,1,1,3,3,0.109054,0.096144,0.066418,0.363685,56,815,56,1000,1000,1000,1000,1000,224,602,753,357,524,761,529,974,perturbed
814,0.102564103,1,0.217948718,0.064102564,0.012820513,0.038461538,0.038461538,0.087237,0.121424,0.034339,0.039108,4,2,2,3,0.096569,0.144654,0.042683,0.355219,849,851,981,1000,1000,1000,1000,1000,403,625,754,593,472,714,483,1000,perturbed
815,0.038461538,1,0.243589744,0.115384615,0.051282051,0.051282051,0.064102564,0.116602,0.05416,0.053424,0.001026,4,3,1,1,0.116626,0.126403,0.072651,0.392276,0,665,0,1000,1000,1000,1000,1000,511,571,756,868,733,809,970,897,perturbed
816,0.038461538,1,0.205128205,0.064102564,0.025641026,0.102564103,0.051282051,0.11471,0.116117,0.091457,0.053637,1,3,5,2,0.145667,0.111336,0.086852,0.347982,0,826,0,1000,999,999,1000,1000,539,620,678,923,423,676,432,1000,perturbed
817,0.038461538,1,0.166666667,0.064102564,0.025641026,0.115384615,0.025641026,0.091164,0.096073,0.109813,0.054392,2,1,4,3,0.106383,0.147608,0.02669,0.333927,0,827,0,1000,999,999,1000,1000,506,724,539,947,348,611,351,999,perturbed
818,0.08974359,1,0.179487179,0.076923077,0.051282051,0.115384615,0.064102564,0.095218,0.082779,0.046507,0.057664,4,3,4,2,0.15751,0.132733,0.019799,0.333183,549,578,776,1000,997,997,1000,1000,344,672,460,601,491,575,566,1000,perturbed
819,0.051282051,1,0.230769231,0.076923077,0.025641026,0.038461538,0.025641026,0.094001,0.084676,0.095439,0.044381,2,3,1,2,0.140699,0.112848,0.056498,0.361896,55,814,55,1000,1000,1000,1000,1000,581,609,807,985,665,730,761,1000,perturbed
820,0.115384615,1,0.205128205,0.141025641,0.038461538,0.102564103,0.038461538,0.070536,0.057258,0.053742,0.043977,2,3,2,2,0.09036,0.115507,0.035752,0.333342,574,574,965,1000,998,998,1000,1000,532,649,704,835,489,490,818,1000,perturbed
821,0.076923077,1,0.166666667,0.08974359,0.038461538,0.038461538,0.076923077,0.081025,0.081507,0.109502,0.040165,3,3,1,2,0.11657,0.140209,0.029379,0.393801,598,642,759,1000,1000,1000,1000,1000,375,646,397,999,834,856,920,1000,perturbed
822,0.102564103,1,0.192307692,0.102564103,0.025641026,0.064102564,0.025641026,0.07138,0.112891,0.080995,0.044923,3,3,4,3,0.147584,0.124169,0.031863,0.369404,751,755,965,1000,1000,1000,1000,1000,520,671,712,813,718,729,893,1000,perturbed
823,0.038461538,1,0.179487179,0.141025641,0.038461538,0.102564103,0.051282051,0.069476,0.089373,0.079248,0.058229,4,2,3,3,0.084701,0.091824,0.03855,0.350095,0,710,0,982,999,999,1000,1000,450,654,491,920,570,571,888,1000,perturbed
824,0.051282051,1,0.217948718,0.102564103,0.012820513,0.102564103,0.051282051,0.054684,0.113227,0.083944,0.037444,5,2,4,3,0.142222,0.10533,0.090731,0.37929,78,889,78,824,999,999,1000,1000,538,604,713,914,763,771,930,1000,perturbed
825,0.115384615,1,0.243589744,0.08974359,0.038461538,0.051282051,0.012820513,0.051933,0.109738,0.097705,0.01181,5,2,4,3,0.106609,0.131571,0.083221,0.354951,564,569,965,977,1000,1000,1000,1000,536,595,843,896,618,660,768,978,perturbed
826,0.038461538,1,0.217948718,0.076923077,0.025641026,0.064102564,0.025641026,0.066707,0.056345,0.031773,0.042465,4,1,4,3,0.120003,0.118681,0.022157,0.347273,0,817,0,968,999,999,1000,1000,76,618,777,147,573,650,670,999,perturbed
827,0.102564103,1,0.192307692,0.128205128,0.012820513,0.102564103,0.025641026,0.11247,0.0645,0.041116,0.042888,2,2,3,3,0.125999,0.122644,0.081231,0.354046,847,850,978,1000,999,999,1000,1000,184,678,716,300,611,617,873,1000,perturbed
828,0.08974359,1,0.230769231,0.115384615,0.012820513,0.038461538,0.051282051,0.067657,0.053227,0.065017,0.008694,4,1,4,1,0.103822,0.138486,0.050297,0.390642,822,850,935,977,1000,1000,1000,1000,495,606,759,801,805,807,970,998,perturbed
829,0.038461538,1,0.192307692,0.115384615,0.051282051,0.076923077,0.051282051,0.065515,0.118468,0.105365,0.054949,3,2,2,1,0.154435,0.137859,0.084899,0.336665,0,658,0,996,1000,1000,1000,1000,559,676,650,997,529,532,787,1000,perturbed
830,0.08974359,1,0.179487179,0.064102564,0.025641026,0.08974359,0.012820513,0.061592,0.05256,0.054632,0.045889,3,2,3,2,0.095341,0.128426,0.055558,0.328988,756,780,912,989,999,999,1000,1000,272,689,618,429,315,579,317,1000,perturbed
831,0.102564103,1,0.230769231,0.141025641,0.051282051,0.038461538,0.064102564,0.07141,0.051326,0.067339,0.004325,4,3,3,1,0.141907,0.110717,0.07688,0.370931,533,539,899,997,1000,1000,1000,1000,500,584,729,855,653,671,958,951,perturbed
832,0.076923077,1,0.179487179,0.076923077,0.051282051,0.038461538,0.025641026,0.113726,0.073993,0.040568,0.020041,2,1,4,1,0.159035,0.136924,0.02884,0.367114,535,591,707,1000,1000,1000,1000,1000,162,706,591,264,699,761,795,998,perturbed
833,0.038461538,1,0.217948718,0.076923077,0.051282051,0.102564103,0.038461538,0.080356,0.127884,0.076311,0.048374,1,3,5,3,0.139059,0.137265,0.09496,0.385728,43,639,43,1000,999,999,1000,1000,515,619,749,821,786,833,856,1000,perturbed
834,0.102564103,1,0.217948718,0.128205128,0.038461538,0.102564103,0.051282051,0.061325,0.08088,0.057399,0.036873,5,3,5,1,0.155265,0.111461,0.08259,0.351844,593,597,940,986,999,999,1000,1000,429,606,712,684,593,598,866,1000,perturbed
835,0.051282051,1,0.179487179,0.064102564,0.025641026,0.102564103,0.076923077,0.090356,0.120568,0.067264,0.047281,4,2,4,1,0.147865,0.087001,0.028613,0.393774,55,811,55,1000,999,999,1000,1000,394,614,438,835,711,879,721,1000,perturbed
836,0.076923077,1,0.166666667,0.141025641,0.012820513,0.038461538,0.038461538,0.117702,0.064132,0.067749,0.034269,3,1,2,1,0.158248,0.122071,0.084112,0.392328,820,869,889,1000,1000,1000,1000,1000,459,707,483,944,790,790,985,1000,perturbed
837,0.115384615,1,0.192307692,0.115384615,0.051282051,0.076923077,0.064102564,0.09367,0.129509,0.107268,0.005415,4,2,3,2,0.16359,0.09145,0.031286,0.395648,522,523,933,1000,999,999,1000,1000,518,631,614,993,821,833,974,979,perturbed
838,0.064102564,1,0.230769231,0.064102564,0.025641026,0.064102564,0.051282051,0.115208,0.115181,0.038555,0.020119,4,3,5,2,0.154251,0.114848,0.052577,0.40272,493,800,509,1000,1000,1000,1000,1000,300,598,758,455,757,909,768,1000,perturbed
839,0.102564103,1,0.205128205,0.115384615,0.051282051,0.038461538,0.012820513,0.084959,0.052404,0.108398,0.054534,2,2,3,2,0.088358,0.13525,0.027839,0.33796,536,542,899,1000,1000,1000,1000,1000,589,656,752,952,535,539,798,1000,perturbed
840,0.102564103,1,0.230769231,0.115384615,0.038461538,0.038461538,0.064102564,0.056788,0.110046,0.058729,0.027225,1,3,2,2,0.158697,0.088035,0.052279,0.397309,588,592,936,1000,1000,1000,1000,1000,505,554,730,915,834,838,975,1000,perturbed
841,0.076923077,1,0.179487179,0.076923077,0.012820513,0.064102564,0.038461538,0.072362,0.127762,0.093069,0.00838,4,3,2,3,0.128789,0.083965,0.045247,0.335554,839,881,900,983,1000,1000,1000,1000,496,672,541,992,492,586,586,905,perturbed
842,0.102564103,1,0.243589744,0.076923077,0.051282051,0.064102564,0.025641026,0.116322,0.091842,0.091982,0.035976,3,2,3,2,0.129225,0.151619,0.094253,0.370742,540,545,900,1000,1000,1000,1000,1000,543,601,833,908,722,780,809,1000,perturbed
843,0.102564103,1,0.230769231,0.08974359,0.051282051,0.115384615,0.038461538,0.126368,0.070584,0.097281,0.028496,2,2,2,1,0.138859,0.111592,0.082724,0.377257,541,547,898,1000,999,999,1000,1000,562,581,805,994,760,789,858,1000,perturbed
844,0.102564103,1,0.166666667,0.141025641,0.012820513,0.115384615,0.051282051,0.121376,0.119758,0.060867,0.052215,4,4,2,1,0.147758,0.083612,0.07489,0.395998,838,842,976,1000,998,998,1000,1000,423,658,443,935,802,802,989,1000,perturbed
845,0.08974359,1,0.166666667,0.08974359,0.025641026,0.076923077,0.025641026,0.107246,0.098743,0.108332,0.04953,3,1,5,3,0.133325,0.111536,0.026858,0.335925,765,788,909,1000,1000,1000,1000,1000,491,705,535,930,519,574,640,1000,perturbed
846,0.08974359,1,0.217948718,0.08974359,0.051282051,0.064102564,0.012820513,0.120299,0.071699,0.076575,0.021275,4,1,1,3,0.152914,0.117899,0.066128,0.342133,553,581,777,1000,1000,1000,1000,1000,548,612,823,880,559,603,689,987,perturbed
847,0.076923077,1,0.179487179,0.064102564,0.038461538,0.08974359,0.012820513,0.123416,0.080029,0.05457,0.030195,2,3,4,1,0.146781,0.095628,0.086318,0.376342,597,641,763,1000,999,999,1000,1000,257,682,613,409,607,813,617,1000,perturbed
848,0.076923077,1,0.205128205,0.076923077,0.038461538,0.076923077,0.051282051,0.054164,0.090142,0.044596,0.028231,2,2,2,1,0.097859,0.10649,0.048318,0.366654,599,644,760,1000,999,999,1000,1000,499,647,675,774,697,759,793,999,perturbed
849,0.064102564,1,0.166666667,0.08974359,0.012820513,0.08974359,0.051282051,0.10425,0.063861,0.08417,0.058474,2,4,3,3,0.132082,0.121012,0.095815,0.353468,576,887,583,1000,1000,1000,1000,1000,424,701,443,934,611,651,756,1000,perturbed
850,0.038461538,1,0.217948718,0.076923077,0.025641026,0.076923077,0.076923077,0.075232,0.05984,0.049457,0.012867,4,1,2,3,0.129478,0.138828,0.055167,0.362666,0,693,0,990,999,999,1000,1000,492,574,673,863,620,733,764,876,perturbed
851,0.115384615,1,0.192307692,0.115384615,0.025641026,0.08974359,0.064102564,0.113223,0.100393,0.057249,0.007964,4,1,2,1,0.089944,0.101631,0.043179,0.390963,709,710,979,1000,999,999,1000,1000,518,639,613,912,808,814,970,991,perturbed
852,0.064102564,1,0.192307692,0.064102564,0.025641026,0.115384615,0.076923077,0.063342,0.05009,0.068558,0.051887,1,4,5,2,0.129031,0.094145,0.024759,0.354858,494,808,508,1000,996,996,1000,1000,475,618,598,812,473,714,480,1000,perturbed
853,0.08974359,1,0.230769231,0.128205128,0.025641026,0.038461538,0.038461538,0.097104,0.112094,0.081375,0.012659,4,1,1,3,0.088704,0.154535,0.082194,0.369465,744,768,904,1000,1000,1000,1000,1000,575,610,782,970,691,699,938,977,perturbed
